State,Facility ID,Gross Load (MWh),SO2 Mass (short tons),CO2 Mass (short tons),NOx Mass (short tons),Heat Input (mmBtu),Technology,Technology_alt,Operating Year,Age,Total Capital Cost (2024$/kW),Total Nameplate Capacity (MW),Fuel Category,Energy Source,Latitude,Longitude,wind_cf,pvout,Wind Size (MW),Solar Size (MW),NGCC-CCS Size (MW),Wind Capital Cost ($),Solar Capital Cost ($),NGCC-CCS Capital Cost ($),Existing Capital Cost ($),Remaining Capital Cost ($),Fixed O&M - Wind ($/year),Fixed O&M - Solar ($/year),Fixed O&M - NGCC-CCS ($/year),Variable O&M - Wind ($/year),Variable O&M - Solar ($/year),Variable O&M - NGCC-CCS ($/year),Fixed O&M - Existing ($/year),Variable O&M - Existing ($/year),Fuel costs ($/MWh),NGCC-CCS Fuel Cost ($/year),Existing Fuel Cost ($/year),Annualized Capital - Wind ($),Annualized Capital - Solar ($),Annualized Capital - NGCC-CCS ($),Annualized Capital - Existing ($),Old Emissions (tonnes CO2),New Emissions (tonnes CO2),Delta Emissions (tonnes CO2),Net Capital Cost - Wind ($/year),Net Fixed O&M - Wind ($/year),Net Variable O&M - Wind ($/year),Net Fuel Cost - Wind ($/year),Net Capital Cost - Solar ($/year),Net Fixed O&M - Solar ($/year),Net Variable O&M - Solar ($/year),Net Fuel Cost - Solar ($/year),Net Capital Cost - NGCC-CCS ($/year),Net Fixed O&M - NGCC-CCS ($/year),Net Variable O&M - NGCC-CCS ($/year),Net Fuel Cost - NGCC-CCS ($/year),Total Cost - Wind ($/year),Total Cost - Solar ($/year),Total Cost - NGCC-CCS ($/year),MACC - Wind ($/tonne CO2),MACC - Solar ($/tonne CO2),MACC - NGCC-CCS ($/tonne CO2)
PA,3113,707.9,0.094,745.337,1.414,9184.829,Petroleum Liquids,Combustion turbine - aeroderivative,1997.0,27.0,0.0,194.0,Oil,DFO,40.910205,-75.079398,0.15941955,1386.124,0.5069045938057488,0.510704661365332,0.14692818596928187,1063485.837804461,739500.3496570007,461354.50394354505,0.0,0.0,15024.652160402395,8763.691989029097,4563.589456205894,0.0,0.0,4650.903,0.0,0.0,0.0,17650.7786,0.0,77261.08850157498,53723.89544909041,33516.90252252924,0.0,676.1583227438999,26.68293416359999,649.4753885803,77261.08850157498,15024.652160402395,0.0,0.0,53723.89544909041,8763.691989029097,0.0,0.0,33516.90252252924,4563.589456205894,4650.903,17650.7786,92285.74066197738,62487.5874381195,60382.173578735135,136.48540224643705,92.41561530225688,92.97068778961066
PA,3116,413.0,0.365,585.2,2.438,7224.1,Petroleum Liquids,Combustion turbine - aeroderivative,1972.0,52.0,0.0,54.0,Oil,DFO,39.760634,-76.635341,0.40050083,1450.042,0.11771790729720367,0.2848193378020437,0.08572021585720216,246972.16950953333,412418.4011373593,269161.4777916148,0.0,0.0,3489.158772289117,4887.4998366830705,2662.469904524699,0.0,0.0,2713.4100000000003,0.0,0.0,0.0,10297.742,0.0,17942.259283203024,29961.7479210948,19554.288376613327,0.0,530.88448644,15.567243691999996,515.317242748,17942.259283203024,3489.158772289117,0.0,0.0,29961.7479210948,4887.4998366830705,0.0,0.0,19554.288376613327,2662.469904524699,2713.4100000000003,10297.742,21431.41805549214,34849.24775777787,35227.91028113803,40.369267897065015,65.64374858920745,68.36159817451548
PA,3118,3136317.76,1077.722,3069606.847,995.137,29956846.153,Conventional Steam Coal,Coal,1970.0,54.0,6587.176332747511,1963.0,Coal,BIT,40.3842,-79.0611,0.22908214,1272.166,1562.8767305811036,2465.3368518566854,650.9584391863843,3278915380.7591553,3569807761.48848,2044009499.0452468,12930627141.183363,0.0,46323666.29442391,42305180.37786072,20218769.121129096,0.0,0.0,20605607.683199998,0.0,0.0,0.0,78200947.02783999,0.0,238209633.2801263,259342648.10086015,148495065.18095386,0.0,2784700.366613641,118217.4887783718,2666482.877835269,238209633.2801263,46323666.29442391,0.0,0.0,259342648.10086015,42305180.37786072,0.0,0.0,148495065.18095386,20218769.121129096,20605607.683199998,78200947.02783999,284533299.5745502,301647828.47872084,267520389.01312295,102.177348409143,108.32326238587109,100.32706050237384
PA,3122,1202671.92,737.539,1259350.466,619.774,12274364.697,Conventional Steam Coal,Coal,1969.0,55.0,3293.5881663737555,660.0,Coal,BIT,40.512825,-79.196107,0.28851947,1289.698,475.84764128281523,932.5221267469844,249.62057285180572,998328351.4113464,1350292039.5296335,783808598.7546699,2173768189.806679,0.0,14104124.087622644,16002079.694978252,7753214.992777085,0.0,0.0,7901554.5144,0.0,0.0,0.0,29987421.65328,0.0,72527468.03968765,98097246.86550367,56942841.51606594,0.0,1142463.4746930702,45332.41370500127,1097131.0609880688,72527468.03968765,14104124.087622644,0.0,0.0,98097246.86550367,16002079.694978252,0.0,0.0,56942841.51606594,7753214.992777085,7901554.5144,29987421.65328,86631592.12731029,114099326.56048192,102585032.67652303,75.82876306009206,99.87131237708532,93.50298822470275
PA,3131,1721110.74,5.318,1053069.86,515.205,17720023.248,Natural Gas Steam Turbine,Oil/Gas steam,1959.0,65.0,8325.305213825426,632.0,Gas,NG,41.06755,-78.366228,0.13449569,1293.716,1460.8187643069816,1330.3621634514268,357.2251432129514,3064797767.5160475,1926364412.6776662,1121686949.6886675,5261592895.13767,0.0,43298668.17405894,22829014.724826485,11095412.948194271,0.0,0.0,11307697.561800001,0.0,0.0,0.0,42914175.19116,0.0,222654221.74716762,139948277.71419653,81489335.92747304,0.0,955328.8650231421,64873.97169612214,890454.8933270199,222654221.74716762,43298668.17405894,0.0,0.0,139948277.71419653,22829014.724826485,0.0,0.0,81489335.92747304,11095412.948194271,11307697.561800001,42914175.19116,265952889.92122656,162777292.43902302,146806621.6286273,278.38883515236824,170.38875134907587,164.8669940822174
PA,3132,19611.11,0.085,16584.803,70.672,278957.039,Natural Gas Fired Combustion Turbine,Combustion turbine,1972.0,52.0,761.123315758641,53.1,Gas,NG,41.835947,-79.188668,0.1986454,1264.861,11.269887119589903,15.50455788462576,4.07038397675384,23644223.176899616,22450599.8169381,12781005.687007058,40415648.06678383,0.0,334039.45422464475,266058.21330017806,126426.12631797427,0.0,0.0,128844.9927,0.0,0.0,0.0,488983.41674000013,0.0,1717727.076829503,1631011.638999206,928526.1509091657,0.0,15045.4795341141,739.20321656324,14306.276317550859,1717727.076829503,334039.45422464475,0.0,0.0,1631011.638999206,266058.21330017806,0.0,0.0,928526.1509091657,126426.12631797427,128844.9927,488983.41674000013,2051766.5310541478,1897069.852299384,1672780.68666714,136.3709628797125,126.08902547758417,116.92635103202797
PA,3136,3073565.66,6416.166,3039819.772,998.64,29627852.423,Conventional Steam Coal,Coal,1967.0,57.0,6587.176332747511,1883.2000000000003,Coal,BIT,40.6604,-79.3411,0.22981134,1294.811,1526.7465031792049,2373.756151706801,637.9339269406393,3203114163.669972,3437198907.671448,2003112530.5936074,12404970469.830114,0.0,45252766.35423163,40733655.56328871,19814227.770776253,0.0,0.0,20193326.386200003,0.0,0.0,0.0,76636286.16644001,0.0,232702757.36897638,249708759.21710998,145523944.93969947,0.0,2757677.987915888,115852.1686018954,2641825.8193139927,232702757.36897638,45252766.35423163,0.0,0.0,249708759.21710998,40733655.56328871,0.0,0.0,145523944.93969947,19814227.770776253,20193326.386200003,76636286.16644001,277955523.723208,290442414.78039867,262167785.26311573,100.79332138893874,105.32136676331096,99.23734689336683
PA,3138,951670.43,3.036,601388.059,347.588,10119566.461,Natural Gas Steam Turbine,Oil/Gas steam,1964.0,60.0,6243.978910369069,354.4,Gas,NG,40.937939,-80.369007,0.27556437,1295.176,394.2388431793877,734.7807644238753,197.5239580738896,827113092.9903554,1063962546.8857715,620225228.3520132,2212866125.834798,0.0,11685239.311837051,12608837.917513702,6135094.1377750095,0.0,0.0,6252474.7251,0.0,0.0,0.0,23728950.501620002,0.0,60088865.884915516,77295720.89742962,45058687.71843973,0.0,545570.0458874973,35871.39345830611,509698.65242919116,60088865.884915516,11685239.311837051,0.0,0.0,77295720.89742962,12608837.917513702,0.0,0.0,45058687.71843973,6135094.1377750095,6252474.7251,23728950.501620002,71774105.19675256,89904558.81494331,81175207.08293474,131.5580020160293,164.79013005322264,159.26117657180157
PA,3140,2979865.37,210.452,1834804.81,1175.016,30504757.277,Natural Gas Steam Turbine,Oil/Gas steam,1969.0,55.0,6243.978910369069,1616.1,Gas,NG,40.096111,-76.6962,0.2847914,1392.698,1194.4436316520803,2139.6349920650237,618.4859630552097,2505942739.206064,3098191468.5101542,1942045923.9933586,10090894317.047453,0.0,35403309.24216766,36716136.463835806,19210174.012494814,0.0,0.0,19577715.4809,0.0,0.0,0.0,74299963.13558,0.0,182054012.2597078,225080237.77501357,141087522.44180045,0.0,1664506.851118407,112320.31570010105,1552186.535418306,182054012.2597078,35403309.24216766,0.0,0.0,225080237.77501357,36716136.463835806,0.0,0.0,141087522.44180045,19210174.012494814,19577715.4809,74299963.13558,217457321.50187546,261796374.23884937,254175375.07077524,130.6436926683496,157.28164414760113,163.75311167241657
PA,3148,614281.72,29.231,423145.966,257.561,7119719.294,Natural Gas Steam Turbine,Oil/Gas steam,1975.0,49.0,4162.652606912713,1701.0,Gas,NG,40.797762,-75.105416,0.23475224,1391.968,298.7127270793206,441.3044784382218,127.49724366957243,626699301.4124146,639008884.7785451,400341345.12245744,7080672084.358524,0.0,8853845.230631063,7572784.849999886,3960064.3883769196,0.0,0.0,4035830.9004,0.0,0.0,0.0,15316500.40648,0.0,45529022.07918492,46423299.9116303,29084362.947607853,0.0,383871.5462219202,23154.172471624475,360717.3737502957,45529022.07918492,8853845.230631063,0.0,0.0,46423299.9116303,7572784.849999886,0.0,0.0,29084362.947607853,3960064.3883769196,4035830.9004,15316500.40648,54382867.30981598,53996084.76163019,52396758.64286477,141.6694408456538,140.66185757465465,145.2570972617917
PA,3149,640313.57,429.12,528826.844,294.369,6494801.63,Natural Gas Steam Turbine,Oil/Gas steam,1973.0,51.0,5374.914469830112,1757.9,Gas,NG,41.0714,-76.6672,0.23023437,1343.755,317.4815226091661,476.5106493916583,132.90028435035282,666076234.4340305,689987420.3191212,417306892.8601079,9448562146.514355,0.0,9410152.330135683,8176922.743560857,4127882.831921959,0.0,0.0,4206860.1548999995,0.0,0.0,0.0,15965578.554379996,0.0,48389713.401021816,50126835.02800984,30316891.523580592,0.0,479743.62182608683,24135.393180349867,455608.228645737,48389713.401021816,9410152.330135683,0.0,0.0,50126835.02800984,8176922.743560857,0.0,0.0,30316891.523580592,4127882.831921959,4206860.1548999995,15965578.554379996,57799865.7311575,58303757.7715707,54617213.064782545,120.48073825588177,121.53107434684468,119.87758260452917
PA,3161,30652.09,0.161,28331.933,14.803,446142.603,Natural Gas Steam Turbine,Oil/Gas steam,1974.0,50.0,4162.652606912713,861.6,Gas,NG,39.858,-75.323,0.28105327,1432.145,12.449942603774263,21.402923294760065,6.361994603569946,26119979.582718406,30991432.930812575,19976663.05520963,3586541486.1159935,0.0,369016.2987758692,367274.16373808275,197603.5523868825,0.0,0.0,201384.2313,0.0,0.0,0.0,764279.21206,0.0,1897588.0848267497,2251493.867940337,1451282.8261644205,0.0,25702.2961390251,1155.3718031455596,24546.92433587954,1897588.0848267497,369016.2987758692,0.0,0.0,2251493.867940337,367274.16373808275,0.0,0.0,1451282.8261644205,197603.5523868825,201384.2313,764279.21206,2266604.383602619,2618768.0316784196,2614549.8219113033,88.1868441380659,101.88848566343499,106.51231845326099
PA,3168,826.5,1.098,879.8,3.151,10865.9,Petroleum Liquids,Combustion turbine - aeroderivative,1973.0,51.0,0.0,131.6,Oil,DFO,39.984469,-75.075247,0.26570004,1434.337,0.35509708689491337,0.5762244013641089,0.17154420921544208,744993.6883055283,834372.9331752297,538648.8169364881,0.0,0.0,10525.077655565234,9888.010727408107,5328.163138231631,0.0,0.0,5430.1050000000005,0.0,0.0,0.0,20607.951,0.0,54122.98052235214,60616.285371938335,39132.25022583757,0.0,798.1410990599999,31.15333392599999,766.9877651339999,54122.98052235214,10525.077655565234,0.0,0.0,60616.285371938335,9888.010727408107,0.0,0.0,39132.25022583757,5328.163138231631,5430.1050000000005,20607.951,64648.05817791737,70504.29609934644,70498.4693640692,80.99828245163138,88.33562910415456,91.91602861064213
PA,3176,625646.86,1.458,288860.363,24.513,4860729.008,Natural Gas Fired Combined Cycle,Combined cycle,1959.0,65.0,3651.8103606996397,145.9,Gas,NG,41.200556,-76.07,0.11063762,1312.343,645.538784619012,476.74034274560745,129.85613532586135,1354340370.130687,690320016.2956395,407748264.9232046,532799131.6260775,0.0,19133769.576107513,8180864.281514623,4033331.563221253,0.0,0.0,4110499.8702000002,0.0,0.0,0.0,15599878.807239998,0.0,98391353.67702205,50150997.76366986,29622467.608626213,0.0,262049.7017500461,23582.559648316234,238467.14210172987,98391353.67702205,19133769.576107513,0.0,0.0,50150997.76366986,8180864.281514623,0.0,0.0,29622467.608626213,4033331.563221253,4110499.8702000002,15599878.807239998,117525123.25312957,58331862.045184486,53366177.849287465,448.484094689907,222.59846760224073,223.7883902115181
RI,3236,1203894.25,5.494,895888.625,219.826,15044626.575,Natural Gas Fired Combined Cycle,Combined cycle,1995.0,29.0,5712.576449912127,515.0,Gas,NG,41.8167,-71.4042,0.23564172,1453.695,583.2195273570792,828.1615431581818,249.87427355749273,1223594568.395152,1199177914.493047,784605218.9705272,2941976871.704746,3118495484.0070305,17286626.790863827,14211252.080594398,7761094.936695724,0.0,0.0,7909585.2225,0.0,0.0,0.0,30017899.2295,0.0,88892813.49904191,87118970.17082477,57000715.107618935,226555302.3997387,812736.4535040375,45378.48709236699,767357.9664116704,-137662488.90069678,17286626.790863827,0.0,0.0,-139436332.22891393,14211252.080594398,0.0,0.0,-169554587.29211977,7761094.936695724,7909585.2225,30017899.2295,-120375862.10983296,-125225080.14831954,-123866007.90342405,-148.1118037598088,-154.07833573653954,-161.41880755164104
SC,3250,24140.09,0.091,17983.139,14.499,285744.853,Natural Gas Fired Combustion Turbine,Combustion turbine,1997.0,27.0,1456.867001528718,316.0,Gas,NG,34.4185,-80.1657,0.2675194,1554.869,10.301002488526494,15.525481382630657,5.010396430053964,21611503.220928583,22480897.042049192,15732644.790369445,460369972.4830749,548308003.146902,305321.7137599253,266417.2605259421,155622.9131174761,0.0,0.0,158600.39130000002,0.0,0.0,0.0,601909.0040600001,0.0,1570052.184664111,1633212.699424696,1142959.518879902,39833979.58990381,16314.028558773298,909.9144401375597,15404.114118635738,-38263927.4052397,305321.7137599253,0.0,0.0,-38200766.89047911,266417.2605259421,0.0,0.0,-38691020.071023904,155622.9131174761,158600.39130000002,601909.0040600001,-37958605.69147977,-37934349.62995317,-37774887.76254643,-2326.7463063907985,-2325.2594840869624,-2452.2596672305067
SC,3264,6185062.57,13.001,2574912.372,205.966,43323878.266,Natural Gas Fired Combined Cycle,Combined cycle,2018.0,6.0,4915.8691797393385,954.7,Gas,NG,34.6022,-82.435,0.24054715,1577.88,2935.213922864426,3919.8561049383206,1283.740674553757,6158078810.169565,5675951639.950688,4030945718.0987964,4693180305.897146,19002380318.261086,86999740.67370158,67264730.76074159,39872985.35163969,0.0,0.0,40635861.08490001,0.0,0.0,0.0,154218350.12038,0.0,447377722.42874396,412351708.31256586,292843818.69534427,1380502245.8415647,2335921.1077191085,233134.08299626582,2102787.0247228425,-933124523.4128207,86999740.67370158,0.0,0.0,-968150537.5289989,67264730.76074159,0.0,0.0,-1087658427.1462204,39872985.35163969,40635861.08490001,154218350.12038,-846124782.739119,-900885806.7682573,-852931230.5893006,-362.22318465425866,-385.6661955710996,-405.61940917517364
SC,3285,17468.8,0.081,16372.208,17.24,242190.101,Natural Gas Fired Combustion Turbine,Combustion turbine,1991.0,33.0,2682.281017477895,177.3,Gas,NG,32.8265,-79.9634,0.27102154,1594.316,7.357921656333843,10.956924199026433,3.625736820257368,15436919.634988403,15865626.240190275,11384813.615608135,475568424.39883083,0.0,218088.7978937351,188020.81925529358,112615.38563719385,0.0,0.0,114770.016,0.0,0.0,0.0,435567.0591999999,0.0,1121475.4082412443,1152620.4764577537,827094.3166909998,0.0,14852.6166028176,658.4529457791997,14194.1636570384,1121475.4082412443,218088.7978937351,0.0,0.0,1152620.4764577537,188020.81925529358,0.0,0.0,827094.3166909998,112615.38563719385,114770.016,435567.0591999999,1339564.2061349794,1340641.2957130473,1490046.7775281933,90.19045209049958,90.2629705972968,104.97601785712328
SC,3287,782344.96,2.02,402844.327,244.438,6795623.662,Natural Gas Steam Turbine,Oil/Gas steam,1958.0,66.0,4162.652606912713,293.6,Gas,NG,34.0556,-81.2172,0.23114924,1569.479,386.3685073596342,498.4743077497913,162.3796097965961,810601128.4405124,721790797.6216978,509871974.76131177,1222154805.3895726,0.0,11451962.558139557,8553819.120986419,5043510.680282275,0.0,0.0,5140006.3872,0.0,0.0,0.0,19506989.232640002,0.0,58889289.633807175,52437315.7707493,37041643.96569012,0.0,365454.20993619686,29488.994294256634,335965.21564194025,58889289.633807175,11451962.558139557,0.0,0.0,52437315.7707493,8553819.120986419,0.0,0.0,37041643.96569012,5043510.680282275,5140006.3872,19506989.232640002,70341252.19194673,60991134.89173572,66732150.2658124,192.4762399213497,166.89131834706163,198.628153031572
SC,3295,1427856.3,4.851,958432.722,224.586,16126062.788,Natural Gas Fired Combined Cycle,Combined cycle,2002.0,22.0,8501.84400492824,758.9,Gas,NG,33.435,-81.9111,0.18906964,1566.922,862.1018534417856,911.249125782697,296.3587173100872,1808689688.5208662,1319488734.1333454,930566372.3536737,6452049415.340041,10283586537.417572,25552698.936014526,15637034.998431081,9204901.759651307,0.0,0.0,9381015.891,0.0,0.0,0.0,35602168.9842,0.0,131399337.09431346,95859420.25816783,67604634.02073635,747091368.1570902,869475.5013777533,53820.30745582919,815655.1939219241,-615692031.0627767,25552698.936014526,0.0,0.0,-651231947.8989223,15637034.998431081,0.0,0.0,-679486734.1363539,9204901.759651307,9381015.891,35602168.9842,-590139332.1267622,-635594912.9004912,-625298647.5015025,-678.7302588648436,-731.009570589787,-766.621302924428
SC,3297,1917449.36,266.473,1790311.5,918.146,17449451.258,Conventional Steam Coal,Coal,1970.0,54.0,6587.176332747511,771.8,Coal,BIT,33.8264,-80.6228,0.15831363,1562.905,1382.615724394832,1226.849567988548,397.9762058945621,2900727789.7803574,1776478174.4474175,1249645286.508925,5083982693.614529,0.0,40980730.07106282,21052738.586683482,12361140.955085099,0.0,0.0,12597642.295200001,0.0,0.0,0.0,47809682.342240006,0.0,210734716.45647344,129059205.65943107,90785369.81354158,0.0,1624143.20103405,72274.57979222623,1551868.6212418238,210734716.45647344,40980730.07106282,0.0,0.0,129059205.65943107,21052738.586683482,0.0,0.0,90785369.81354158,12361140.955085099,12597642.295200001,47809682.342240006,251715446.52753627,150111944.24611455,163553835.4060667,154.9835300035585,92.42531332861668,105.39154743343477
SC,3298,2166731.14,520.477,2210026.965,2568.644,21540248.683,Conventional Steam Coal,Coal,1973.0,51.0,3293.5881663737555,659.7,Coal,BIT,33.0158,-79.9297,0.21806313,1562.174,1134.2758205130942,1386.9973569390925,449.7158862598589,2379710671.436472,2008372172.847806,1412107882.855957,2172780113.3567667,0.0,33619935.320008114,23800874.64507483,13968175.427231217,0.0,0.0,14235423.589800002,0.0,0.0,0.0,54025274.24476,0.0,172883389.94110906,145906052.22429404,102588100.59600037,0.0,2004902.6492354353,81670.77886543574,1923231.8703699997,172883389.94110906,33619935.320008114,0.0,0.0,145906052.22429404,23800874.64507483,0.0,0.0,102588100.59600037,13968175.427231217,14235423.589800002,54025274.24476,206503325.26111716,169706926.86936885,184816973.8577916,102.99917820940917,84.64596868784935,96.09708361490271
SD,3338,35576.04,0.139,25226.2,34.308,426254.8,Natural Gas Fired Combustion Turbine,Combustion turbine,2013.0,11.0,1271.9807692307693,111.0,Gas,NG,45.429884,-98.49396,0.4136761,1515.788,9.817322466957028,23.470327544517403,7.383985056039851,20596742.535675846,33985034.2844612,23185713.075965133,141189865.3846154,427183986.40750647,290985.43792060635,402750.8206639187,229346.57584059777,0.0,0.0,233734.5828,0.0,0.0,0.0,887052.98136,0.0,1496330.925457605,2468975.7477180418,1684416.8170894212,31034451.618484467,22884.82267914,1340.9706641073597,21543.85201503264,-29538120.693026863,290985.43792060635,0.0,0.0,-28565475.870766424,402750.8206639187,0.0,0.0,-29350034.801395047,229346.57584059777,233734.5828,887052.98136,-29247135.255106255,-28162725.050102506,-27999900.66139445,-1278.014501801914,-1230.6289388806767,-1299.670116646595
TN,3393,5494221.87,13.337,2132715.549,235.735,35883290.789,Natural Gas Fired Combined Cycle,Combined cycle,2018.0,6.0,3627.881447587354,1791.7000000000007,Gas,NG,35.074087,-90.14868,0.36355898,1516.883,1725.1514126476782,3622.0470958175342,1140.3532316313824,3619367663.734829,5244724194.74379,3580709147.3225408,6500075189.642265,26318379606.185604,51133487.870877184,62154328.16422889,35419371.37447073,0.0,0.0,36097037.6859,0.0,0.0,0.0,136992928.10658,0.0,262943121.05261055,381023503.81365067,260134621.91543767,1912001630.5712414,1934766.9155049003,207094.166460547,1727672.7490443531,-1649058509.5186307,51133487.870877184,0.0,0.0,-1530978126.7575908,62154328.16422889,0.0,0.0,-1651867008.6558037,35419371.37447073,36097037.6859,136992928.10658,-1597925021.6477535,-1468823798.5933619,-1443357671.488853,-825.9005303647939,-759.1735142990364,-835.4346459925547
TN,3396,847648.16,348.141,901593.139,446.951,8787436.555,,,,,,,,,36.0211,-84.1567,0.20514262,1482.915,471.68886922654514,571.6093893928568,175.93361560813617,989603247.6372918,827690395.8408566,552431553.0095476,,0.0,13980858.0838748,9808817.121981421,5464498.100788709,0.0,0.0,5569048.411200001,,0.0,0.0,21135259.221440002,0.0,71893598.74786489,60130806.30860452,40133550.998899944,0.0,817911.5013257732,31950.473297325432,785961.0280284478,71893598.74786489,,0.0,0.0,60130806.30860452,,0.0,0.0,40133550.998899944,,5569048.411200001,21135259.221440002,,,,,,
