facility_id,macc,emissions,transition,from_fuel,to_tech,nameplate_capacity,annual_generation,cumulative_end,cumulative_start
7266,-1482.1112786970052,33754.888217041225,Gas to NGCC,Gas,NGCC,199.0,272204.1,8539411.910681317,8505657.022464275
55100,-1466.840832290564,20137.894063444866,Gas to NGCC,Gas,NGCC,274.5,413879.53,8559549.804744761,8539411.910681317
56846,-1444.6158596826656,426722.5381712327,Gas to NGCC,Gas,NGCC,775.3,3488326.61,8986272.342915993,8559549.804744761
59926,-1433.3408680047162,198087.3035494166,Gas to NGCC,Gas,NGCC,453.8,838955.24,9184359.64646541,8986272.342915993
6112,-1433.0738858284412,263992.5795277909,Gas to NGCC,Gas,NGCC,1148.5,4142437.23,9448352.225993201,9184359.64646541
55200,-1432.4896844133355,27484.38282514889,Gas to NGCC,Gas,NGCC,194.0,236900.64,9475836.60881835,9448352.225993201
60468,-1424.9606734961483,31216.461448348196,Gas to NGCC,Gas,NGCC,121.5,89626.08,9507053.0702667,9475836.60881835
55098,-1422.7010797391802,52636.11448759062,Gas to NGCC,Gas,NGCC,529.0,1432354.71,9559689.18475429,9507053.0702667
55284,-1420.9922487575955,86192.3989402973,Gas to NGCC,Gas,NGCC,353.4,324014.45,9645881.583694587,9559689.18475429
55229,-1412.119946029404,38137.43696522999,Gas to NGCC,Gas,NGCC,236.0,158554.5,9684019.020659817,9645881.583694587
55201,-1411.896122929093,22726.994799898697,Gas to NGCC,Gas,NGCC,270.0,75558.74,9706746.015459716,9684019.020659817
56556,-1391.1489882145688,26930.017645838496,Gas to NGCC,Gas,NGCC,120.0,101557.96,9733676.033105554,9706746.015459716
55137,-1389.8132478941345,89679.53858951991,Gas to NGCC,Gas,NGCC,940.2,4703659.02,9823355.571695074,9733676.033105554
55392,-1389.494910564924,82335.47157040439,Gas to NGCC,Gas,NGCC,596.7,315083.82,9905691.043265479,9823355.571695074
55097,-1388.7333511392596,234063.7116448481,Gas to NGCC,Gas,NGCC,1112.6,5758223.22,10139754.754910327,9905691.043265479
56610,-1381.4450058915952,93496.67913928023,Gas to NGCC,Gas,NGCC,324.0,1089102.3,10233251.434049608,10139754.754910327
56234,-1371.3385841743052,35487.015475545544,Gas to NGCC,Gas,NGCC,348.9,2557228.07,10268738.449525153,10233251.434049608
7237,-1369.5958986916107,80246.6838411191,Gas to NGCC,Gas,NGCC,405.70000000000005,238599.05,10348985.133366272,10268738.449525153
55173,-1367.353808662216,359750.145658646,Gas to NGCC,Gas,NGCC,1389.1999999999998,5839704.88,10708735.279024918,10348985.133366272
55225,-1364.0939592051523,325916.9074571966,Gas to NGCC,Gas,NGCC,1214.0,5789142.71,11034652.186482115,10708735.279024918
